Project,Scenario,Dollar_year,Weather_year,Start_day,country
Cambium_2022,MidCase,2021$,2012,Sunday,usa
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Geography,Time,Time,Time,Load,Load,Transmission,Transmission,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation
AZNMc,MT,2028,3,5233684.5,4888070.2,6228401.5,5448002.5,0.0319,0.0413,0.58,0.69,278.7,22.1,3.13,20.3,929.2,0.19,280.2,48.0,328.2,204.1,15.7,2.21,15.0,696.6,0.13,205.2,35.8,241.1,166.9,5.3,0.65,17.8,803.7,0.07,167.3,41.7,209.0,573.3,37.9,5.26,43.4,2140.5,0.27,575.8,107.3,683.1,26.49,0.0,0.0,26.49,27.76,0.0,0.0,27.76,4455991.0
AZNMc,MT,2028,4,5266904.8,4929734.2,6068840.0,5306352.0,0.0319,0.0416,0.58,0.69,276.9,22.0,3.12,20.1,922.1,0.19,278.5,47.6,326.1,204.2,15.7,2.22,15.0,695.2,0.13,205.3,35.8,241.0,164.5,5.1,0.62,17.6,795.7,0.07,164.8,41.3,206.2,556.9,35.6,4.92,43.3,2117.7,0.26,559.3,106.5,665.8,26.57,0.0,0.0,26.57,27.84,0.0,0.0,27.84,4507084.5
AZNMc,MT,2028,5,5435933.3,5094344.9,5984316.5,5375177.0,0.0322,0.0429,0.61,0.7,258.3,20.5,2.91,18.8,860.3,0.18,259.7,44.5,304.1,196.3,15.1,2.13,14.4,669.4,0.13,197.3,34.4,231.7,161.1,5.4,0.66,16.9,768.3,0.07,161.4,39.9,201.3,558.1,35.7,4.96,43.5,2108.8,0.27,560.5,106.5,666.9,26.55,0.0,0.0,26.55,27.85,0.0,0.0,27.85,4829405.5
AZNMc,MT,2028,6,5745735.6,5341696.1,6010838.0,6912199.0,0.0328,0.0451,0.76,0.78,160.0,12.9,1.83,11.7,527.3,0.11,160.9,27.4,188.3,147.8,11.7,1.65,10.7,495.4,0.1,148.6,25.5,174.2,132.4,4.4,0.54,14.0,632.0,0.06,132.6,32.8,165.4,522.1,37.7,5.3,37.2,1836.0,0.27,524.6,92.0,616.7,22.81,0.0,0.0,22.81,24.06,0.0,0.0,24.06,6648968.5
AZNMc,MT,2028,7,6470916.1,5540551.3,5495108.0,8325604.0,0.0334,0.0469,0.86,0.85,89.9,7.1,1.0,6.9,302.2,0.07,90.3,15.9,106.2,100.8,8.0,1.13,7.4,336.2,0.07,101.4,17.4,118.8,101.3,3.5,0.44,10.6,479.6,0.05,101.6,24.9,126.4,379.1,29.4,4.17,25.4,1268.2,0.2,381.1,63.2,444.3,14.74,0.0,0.0,14.74,16.16,0.0,0.0,16.16,9304009.0
AZNMc,MT,2028,8,7066311.1,5730839.0,5014627.5,9225016.0,0.0339,0.0487,0.91,0.9,60.5,4.7,0.66,4.8,207.1,0.05,60.8,11.0,71.8,72.3,5.9,0.84,5.3,235.4,0.05,72.7,12.3,85.0,69.6,2.4,0.3,7.3,329.7,0.03,69.7,17.1,86.8,291.2,25.1,3.58,17.2,902.4,0.15,293.0,44.2,337.1,9.25,0.0,0.0,9.25,10.19,0.0,0.0,10.19,11300652.0
AZNMc,MT,2028,9,7485436.7,5943971.8,4859196.5,9265786.0,0.0346,0.0508,0.91,0.9,55.2,4.2,0.6,4.5,190.0,0.04,55.5,10.1,65.7,67.8,5.6,0.79,4.9,220.1,0.05,68.1,11.5,79.6,58.5,2.0,0.25,6.1,277.0,0.03,58.7,14.4,73.0,301.5,27.5,3.94,16.6,885.9,0.16,303.4,43.1,346.5,9.25,0.0,0.0,9.25,9.84,0.0,0.0,9.84,11919909.0
AZNMc,MT,2028,10,7611001.5,6170845.6,4933730.0,9220910.0,0.0355,0.0532,0.91,0.9,56.3,4.3,0.61,4.5,192.6,0.05,56.6,10.3,66.9,67.7,5.6,0.79,4.9,220.2,0.05,68.1,11.5,79.6,56.9,2.0,0.24,5.9,269.6,0.03,57.0,14.0,71.0,351.4,32.2,4.6,19.4,1030.5,0.19,353.7,50.1,403.8,10.39,0.0,0.0,10.39,11.03,0.0,0.0,11.03,11926492.0
AZNMc,MT,2028,11,7631080.4,6382655.5,5024607.0,9224798.0,0.0363,0.0555,0.91,0.9,57.3,4.4,0.63,4.6,195.7,0.05,57.6,10.4,68.0,67.5,5.5,0.78,5.0,220.7,0.05,67.9,11.6,79.5,57.5,2.0,0.25,6.0,271.4,0.03,57.6,14.1,71.7,350.9,30.5,4.35,20.8,1079.4,0.19,353.0,53.0,406.0,11.11,0.0,0.0,11.11,11.81,0.0,0.0,11.81,11859136.0
AZNMc,MT,2028,12,7600582.2,6555205.9,5159534.5,9312707.0,0.0371,0.0575,0.91,0.9,57.8,4.5,0.63,4.6,197.2,0.05,58.1,10.5,68.6,67.1,5.5,0.77,5.0,220.4,0.05,67.5,11.6,79.0,56.4,2.0,0.25,5.8,265.6,0.03,56.5,13.8,70.3,353.2,30.3,4.31,21.3,1100.0,0.19,355.2,54.1,409.3,11.19,0.0,0.0,11.19,11.92,0.0,0.0,11.92,11782717.0
AZNMc,MT,2028,13,7818250.1,6721995.6,5328362.5,9393973.0,0.0379,0.0595,0.91,0.9,57.8,4.5,0.63,4.6,196.8,0.05,58.1,10.5,68.6,67.2,5.4,0.77,5.0,220.8,0.05,67.5,11.6,79.1,54.3,1.9,0.24,5.6,255.5,0.02,54.4,13.2,67.7,359.6,30.3,4.32,22.1,1135.4,0.19,361.7,56.0,417.7,11.26,0.0,0.0,11.26,12.08,0.0,0.0,12.08,11914456.0
AZNMc,MT,2028,14,7990516.5,6862793.2,5097749.0,8954866.0,0.0386,0.0612,0.91,0.9,59.2,4.6,0.65,4.7,200.7,0.05,59.5,10.7,70.2,68.8,5.6,0.79,5.1,226.1,0.05,69.1,11.8,81.0,53.6,1.8,0.23,5.6,254.6,0.02,53.7,13.2,67.0,360.7,31.2,4.45,21.6,1114.3,0.2,362.8,54.8,417.6,11.07,0.0,0.0,11.07,12.08,0.0,0.0,12.08,11879403.0
AZNMc,MT,2028,15,7782347.0,6994003.8,4725412.0,8263139.0,0.0391,0.0627,0.9,0.89,69.2,5.6,0.79,5.2,229.6,0.05,69.6,12.1,81.7,76.8,6.3,0.89,5.6,251.6,0.06,77.3,13.1,90.4,54.0,1.8,0.22,5.7,258.4,0.02,54.1,13.4,67.6,415.8,32.5,4.6,27.5,1386.4,0.22,418.0,68.8,486.8,13.82,0.0,0.0,13.82,15.08,0.0,0.0,15.08,11351510.0
AZNMc,MT,2028,16,7588100.6,7112576.1,4193941.5,6389768.0,0.0395,0.0637,0.83,0.83,117.3,9.6,1.36,8.3,383.4,0.08,117.9,19.8,137.7,119.4,9.5,1.35,8.6,397.3,0.08,120.1,20.5,140.6,68.4,2.2,0.27,7.3,328.4,0.03,68.5,17.1,85.6,491.8,29.1,4.03,41.0,1907.9,0.26,493.8,97.9,591.8,21.15,0.0,0.0,21.15,22.73,0.0,0.0,22.73,9798821.0
AZNMc,MT,2028,17,7662764.9,7229299.4,4725763.0,4989655.0,0.0395,0.064,0.75,0.77,167.2,13.1,1.85,12.3,563.7,0.11,168.0,29.1,197.1,152.1,11.6,1.64,11.4,521.6,0.1,152.9,26.9,179.8,96.7,3.0,0.37,10.3,465.8,0.04,96.9,24.2,121.1,593.9,34.3,4.79,50.5,2287.7,0.34,596.2,118.8,715.0,28.27,0.73,0.0,29.0,30.23,0.8,0.0,31.04,7934209.0
AZNMc,MT,2028,18,7719545.9,7268636.0,5682175.0,4935295.5,0.0392,0.0634,0.68,0.74,209.0,15.8,2.23,15.7,719.0,0.14,210.1,37.2,247.3,175.4,13.0,1.84,13.3,609.7,0.11,176.2,31.5,207.7,116.3,3.4,0.41,12.7,567.5,0.05,116.5,29.6,146.1,631.4,34.2,4.75,56.0,2493.8,0.36,633.7,130.4,764.1,32.24,73.38,0.0,105.62,34.48,79.78,0.0,114.26,6979961.5
AZNMc,MT,2028,19,7588428.5,7130417.8,6253791.0,5496551.0,0.0385,0.0618,0.66,0.73,218.0,16.2,2.28,16.6,758.4,0.14,219.1,39.2,258.4,179.0,13.0,1.83,13.8,630.3,0.12,179.9,32.6,212.5,130.4,3.7,0.45,14.4,631.5,0.07,130.6,33.3,163.9,579.6,27.8,3.8,54.8,2403.2,0.34,581.5,126.5,708.0,32.31,109.27,0.0,141.58,34.52,118.74,0.0,153.27,6839020.0
AZNMc,MT,2028,20,7356183.7,6906054.5,6452185.0,5732414.5,0.0378,0.0597,0.67,0.74,215.6,16.3,2.3,16.2,743.9,0.14,216.7,38.4,255.1,173.8,12.9,1.81,13.2,607.4,0.11,174.7,31.3,206.0,124.5,3.6,0.42,13.6,611.6,0.06,124.7,31.9,156.6,571.0,32.6,4.49,48.4,2259.7,0.29,573.2,115.8,689.0,29.84,55.41,0.0,85.25,31.8,60.16,0.0,91.97,6644105.0
AZNMc,MT,2028,21,7010753.5,6570733.7,6597178.5,5997438.5,0.0366,0.0566,0.66,0.74,216.5,16.6,2.33,16.1,741.4,0.14,217.6,38.2,255.9,173.0,13.0,1.83,13.0,600.3,0.11,173.9,30.9,204.8,123.1,3.6,0.44,13.4,601.7,0.06,123.4,31.3,154.7,589.1,38.2,5.31,45.6,2203.0,0.29,591.7,111.4,703.0,28.94,17.74,0.0,46.68,30.74,19.27,0.0,50.02,6420550.0
AZNMc,MT,2028,22,6545647.1,6118336.1,6794377.0,6267560.0,0.0353,0.0526,0.64,0.72,230.1,17.4,2.45,17.3,794.3,0.15,231.3,41.0,272.3,179.6,13.3,1.87,13.5,627.3,0.11,180.5,32.3,212.7,129.0,3.9,0.48,13.9,625.7,0.06,129.2,32.6,161.8,579.3,33.1,4.58,49.4,2263.3,0.32,581.6,117.0,698.5,29.55,0.69,0.0,30.24,31.32,0.76,0.0,32.08,6024518.5
AZNMc,MT,2028,23,6091188.8,5681974.8,6770647.0,6133743.5,0.034,0.0487,0.62,0.72,242.3,18.6,2.63,18.1,827.0,0.16,243.6,42.7,286.3,184.3,13.8,1.94,13.8,640.0,0.12,185.2,32.9,218.1,137.8,4.3,0.52,14.8,666.0,0.06,138.0,34.6,172.6,579.0,37.9,5.27,44.4,2157.9,0.29,581.6,108.8,690.4,27.67,0.0,0.0,27.67,29.23,0.0,0.0,29.23,5458297.5
AZNMc,MT,2030,0,5904648.4,5483978.1,7097608.0,6266140.0,0.033,0.0453,0.68,0.77,221.6,18.3,2.59,15.7,718.6,0.16,222.9,37.2,260.1,160.6,12.9,1.82,11.5,532.2,0.11,161.5,27.4,188.9,104.8,3.9,0.49,10.7,487.9,0.05,105.0,25.3,130.3,472.9,30.8,4.28,37.4,1775.7,0.25,475.0,90.4,565.4,26.08,0.0,0.0,26.08,27.57,0.0,0.0,27.57,5076643.0
AZNMc,MT,2030,1,5625244.5,5223628.4,6993557.5,6177492.5,0.0323,0.043,0.66,0.76,231.9,19.2,2.72,16.4,749.9,0.16,233.3,38.8,272.1,166.6,13.4,1.9,11.9,549.9,0.11,167.5,28.3,195.8,110.0,4.0,0.51,11.3,513.3,0.05,110.3,26.6,136.9,494.3,33.7,4.72,37.8,1797.2,0.27,496.6,91.4,588.0,26.0,0.0,0.0,26.0,27.41,0.0,0.0,27.41,4812309.5
AZNMc,MT,2030,2,5444600.2,5063860.5,6842077.0,6058806.0,0.032,0.0415,0.65,0.75,238.8,19.8,2.81,16.8,770.6,0.17,240.2,39.9,280.0,171.2,13.8,1.96,12.2,563.9,0.12,172.1,29.0,201.1,114.5,4.1,0.51,11.9,537.6,0.05,114.8,27.9,142.7,477.1,31.4,4.37,37.4,1785.3,0.25,479.3,90.7,569.9,25.93,0.0,0.0,25.93,27.27,0.0,0.0,27.27,4664174.5
AZNMc,MT,2030,3,5357246.7,4992010.6,6689482.5,5950586.0,0.0318,0.0408,0.65,0.75,240.6,20.0,2.84,16.9,773.8,0.17,241.9,40.0,281.9,173.3,14.0,1.99,12.3,569.2,0.12,174.3,29.3,203.6,117.6,4.1,0.52,12.2,554.3,0.05,117.9,28.8,146.7,484.5,31.7,4.41,38.0,1818.9,0.25,486.7,92.3,578.9,25.86,0.0,0.0,25.86,27.15,0.0,0.0,27.15,4621930.0
AZNMc,MT,2030,4,5392652.7,5033500.6,6569840.0,5806834.5,0.0318,0.041,0.65,0.75,240.6,20.1,2.85,16.9,772.5,0.17,242.0,39.9,281.9,174.0,14.1,2.01,12.3,569.9,0.12,175.0,29.3,204.3,115.9,4.0,0.5,12.1,548.4,0.05,116.2,28.5,144.7,472.1,30.3,4.19,37.6,1792.9,0.24,474.1,91.1,565.3,25.93,0.0,0.0,25.93,27.21,0.0,0.0,27.21,4632996.5
AZNMc,MT,2030,5,5564621.1,5202583.9,6471596.0,5852793.5,0.0321,0.0424,0.67,0.76,224.5,18.7,2.66,15.7,721.4,0.16,225.8,37.3,263.0,168.0,13.6,1.93,11.9,551.2,0.11,168.9,28.3,197.2,110.4,3.8,0.48,11.5,522.1,0.05,110.6,27.1,137.7,496.5,34.6,4.84,37.0,1796.7,0.26,498.8,90.6,589.4,25.87,0.0,0.0,25.87,27.16,0.0,0.0,27.16,4948921.0
AZNMc,MT,2030,6,5893186.1,5468050.9,6239261.5,7186929.5,0.0327,0.0446,0.81,0.82,135.8,11.6,1.66,9.4,426.6,0.1,136.6,22.2,158.8,124.6,10.3,1.47,8.7,401.6,0.09,125.3,20.7,146.0,95.8,3.5,0.44,9.9,447.4,0.04,96.0,23.2,119.2,431.9,30.0,4.19,32.1,1566.3,0.22,433.9,78.8,512.8,21.37,0.0,0.0,21.37,22.59,0.0,0.0,22.59,6842615.0
AZNMc,MT,2030,7,6878306.3,5691131.0,4872729.0,7336929.0,0.0332,0.0466,0.89,0.89,74.7,6.3,0.9,5.5,237.6,0.06,75.2,12.6,87.7,80.7,6.8,0.96,5.8,258.7,0.06,81.2,13.5,94.7,77.9,2.6,0.33,8.2,370.9,0.04,78.1,19.3,97.4,340.0,28.0,3.97,21.3,1095.9,0.18,341.9,54.0,395.9,12.88,0.0,0.0,12.88,14.54,0.0,0.0,14.54,9344953.0
AZNMc,MT,2030,8,7734170.9,5902814.4,4011233.5,7449159.0,0.0338,0.0485,0.93,0.93,48.4,4.1,0.58,3.7,154.9,0.04,48.7,8.3,57.0,53.7,4.7,0.67,3.8,165.6,0.04,54.0,8.8,62.8,62.5,1.9,0.23,6.7,302.9,0.03,62.6,15.8,78.4,211.7,18.6,2.66,12.3,645.7,0.11,213.0,31.6,244.6,6.78,0.0,0.0,6.78,7.71,0.0,0.0,7.71,11196552.0
AZNMc,MT,2030,9,8205745.8,6126970.5,3693015.2,7203275.0,0.0345,0.0506,0.94,0.93,44.3,3.7,0.53,3.4,142.2,0.04,44.6,7.7,52.2,49.3,4.3,0.62,3.6,152.1,0.04,49.6,8.1,57.7,59.2,1.9,0.23,6.4,285.5,0.03,59.3,14.9,74.1,245.3,24.5,3.52,11.7,656.1,0.13,247.0,31.2,278.2,6.87,0.0,0.0,6.87,7.31,0.0,0.0,7.31,11743900.0
AZNMc,MT,2030,10,8340585.0,6364328.6,3832163.2,7269981.0,0.0354,0.053,0.94,0.93,44.5,3.7,0.53,3.4,142.5,0.04,44.7,7.7,52.4,49.0,4.3,0.61,3.5,151.3,0.04,49.3,8.1,57.4,58.8,1.9,0.23,6.3,284.0,0.03,58.9,14.8,73.7,269.0,25.3,3.63,14.1,767.5,0.14,270.8,37.0,307.8,7.95,0.0,0.0,7.95,8.37,0.0,0.0,8.37,11807545.0
AZNMc,MT,2030,11,8223940.7,6596350.4,3899193.5,7294729.5,0.0363,0.0554,0.93,0.93,45.8,3.9,0.55,3.5,146.2,0.04,46.1,7.9,53.9,49.2,4.3,0.62,3.6,151.9,0.04,49.5,8.1,57.6,59.3,1.9,0.23,6.4,285.7,0.03,59.4,14.9,74.3,304.0,29.5,4.25,15.0,837.2,0.16,306.0,40.0,346.0,8.52,0.0,0.0,8.52,8.9,0.0,0.0,8.9,11647994.0
AZNMc,MT,2030,12,8203885.8,6789824.4,4013634.8,7391919.0,0.0371,0.0575,0.93,0.93,46.0,3.9,0.55,3.5,146.7,0.04,46.2,7.9,54.1,48.8,4.3,0.61,3.6,151.4,0.04,49.1,8.1,57.2,59.5,1.9,0.23,6.4,287.0,0.03,59.6,14.9,74.6,288.4,26.9,3.86,15.2,828.3,0.15,290.2,39.9,330.1,8.44,0.0,0.0,8.44,8.91,0.0,0.0,8.91,11610615.0
AZNMc,MT,2030,13,8402809.5,6971359.9,4136263.2,7469806.5,0.0379,0.0595,0.93,0.93,46.0,3.9,0.55,3.5,146.4,0.04,46.2,7.9,54.1,48.9,4.3,0.61,3.6,151.8,0.04,49.2,8.1,57.3,59.6,1.9,0.23,6.4,287.1,0.03,59.7,15.0,74.6,304.1,29.5,4.25,14.9,837.9,0.16,306.1,39.9,346.0,8.42,0.0,0.0,8.42,8.99,0.0,0.0,8.99,11769058.0
AZNMc,MT,2030,14,8560959.1,7120941.3,3913143.2,6996453.0,0.0386,0.0613,0.93,0.93,47.2,4.0,0.57,3.6,149.5,0.04,47.4,8.0,55.5,50.2,4.4,0.62,3.7,155.9,0.04,50.5,8.3,58.8,58.8,1.8,0.22,6.4,285.2,0.03,59.0,14.9,73.8,267.2,24.2,3.47,14.9,791.1,0.14,268.8,38.5,307.3,8.06,0.0,0.0,8.06,8.77,0.0,0.0,8.77,11677887.0
AZNMc,MT,2030,15,8170834.2,7274641.5,3523017.5,6358008.5,0.0392,0.0629,0.92,0.93,54.9,4.8,0.68,4.0,171.0,0.05,55.2,9.1,64.3,55.9,4.9,0.69,4.1,173.7,0.05,56.2,9.3,65.5,60.9,1.9,0.24,6.5,293.6,0.03,61.0,15.3,76.3,331.3,29.6,4.23,18.6,987.4,0.18,333.3,48.1,381.4,9.66,0.0,0.0,9.66,10.49,0.0,0.0,10.49,11039121.0
AZNMc,MT,2030,16,7977007.9,7430839.7,3677645.5,5414462.5,0.0396,0.0641,0.86,0.87,99.6,8.7,1.24,6.7,307.8,0.07,100.2,15.9,116.1,96.2,8.1,1.15,6.8,307.3,0.07,96.8,16.0,112.8,71.6,2.2,0.27,7.7,346.0,0.03,71.8,18.0,89.8,416.2,27.6,3.85,31.6,1536.7,0.21,418.1,77.5,495.6,18.47,0.0,0.0,18.47,19.98,0.0,0.0,19.98,9728875.0
AZNMc,MT,2030,17,8041871.1,7580894.3,5026528.0,4991094.0,0.0398,0.0647,0.79,0.82,142.4,11.9,1.69,9.9,457.2,0.1,143.2,23.6,166.8,126.1,10.2,1.44,9.1,414.9,0.09,126.8,21.5,148.2,82.9,2.7,0.33,8.8,396.7,0.04,83.0,20.6,103.7,547.5,33.6,4.7,45.0,2067.0,0.3,549.8,106.6,656.5,25.85,0.61,0.0,26.46,27.68,0.67,0.0,28.35,8015025.5
AZNMc,MT,2030,18,8101693.8,7624620.3,6066482.5,5010185.5,0.0395,0.0642,0.74,0.79,174.9,14.1,2.0,12.5,576.0,0.12,175.9,29.7,205.6,144.0,11.4,1.61,10.5,480.7,0.1,144.7,24.8,169.6,88.7,3.0,0.37,9.4,421.7,0.04,88.9,21.9,110.8,555.6,30.3,4.2,49.8,2192.7,0.33,557.6,115.2,672.9,31.0,79.11,0.0,110.11,33.23,86.03,0.0,119.26,7051413.0
AZNMc,MT,2030,19,7918183.6,7438818.8,6610448.5,5638806.0,0.0387,0.0622,0.73,0.79,180.7,14.3,2.03,13.2,602.5,0.12,181.7,31.1,212.8,146.9,11.4,1.6,10.9,498.5,0.1,147.6,25.8,173.4,94.4,3.1,0.39,10.1,448.3,0.05,94.6,23.4,118.0,525.5,24.3,3.36,51.6,2165.1,0.35,527.1,116.2,643.3,31.83,109.72,0.0,141.55,34.08,119.27,0.0,153.35,6953667.0
AZNMc,MT,2030,20,7628899.5,7160757.0,6771469.0,5766405.0,0.0378,0.0597,0.73,0.79,182.4,14.8,2.1,13.0,598.5,0.13,183.4,30.9,214.3,143.8,11.4,1.61,10.5,480.7,0.1,144.6,24.8,169.4,91.0,3.1,0.38,9.6,432.6,0.04,91.2,22.5,113.7,502.2,29.1,4.0,42.9,1985.9,0.27,504.2,102.2,606.4,28.57,51.89,0.0,80.46,30.5,56.35,0.0,86.84,6631354.0
AZNMc,MT,2030,21,7252494.7,6794836.1,6891526.5,6006076.0,0.0366,0.0565,0.73,0.79,185.7,15.2,2.16,13.2,605.5,0.13,186.8,31.3,218.0,144.4,11.5,1.63,10.5,480.0,0.1,145.2,24.8,170.0,90.5,3.1,0.39,9.5,428.0,0.04,90.7,22.2,113.0,492.4,28.2,3.9,43.0,1931.6,0.28,494.3,100.6,594.9,27.31,16.24,0.0,43.56,29.07,17.64,0.0,46.71,6375167.5
AZNMc,MT,2030,22,6760656.4,6311530.9,7073233.0,6218287.0,0.0352,0.0524,0.71,0.78,198.3,16.1,2.29,14.2,649.1,0.14,199.4,33.5,232.9,149.8,11.8,1.67,10.9,501.1,0.1,150.6,25.9,176.4,92.1,3.3,0.41,9.6,433.0,0.04,92.3,22.5,114.8,470.0,26.5,3.63,40.9,1887.0,0.25,471.7,97.2,569.0,27.18,0.59,0.0,27.77,28.86,0.65,0.0,29.52,5909684.0
AZNMc,MT,2030,23,6283998.1,5846013.3,7129636.0,6300984.0,0.0339,0.0484,0.69,0.77,210.0,17.2,2.43,15.0,685.2,0.15,211.2,35.4,246.6,155.2,12.3,1.74,11.2,517.9,0.1,156.1,26.7,182.8,96.6,3.5,0.44,10.0,451.9,0.04,96.8,23.4,120.2,461.7,27.2,3.74,39.3,1816.9,0.25,463.5,93.5,557.0,26.21,0.0,0.0,26.21,27.77,0.0,0.0,27.77,5459614.0
AZNMc,MT,2035,0,6285317.7,5867257.3,6890225.5,5842080.5,0.0327,0.0442,0.78,0.84,140.2,10.8,1.53,11.2,478.4,0.11,140.9,25.5,166.4,105.4,7.9,1.12,8.4,366.0,0.08,105.9,19.4,125.3,140.2,4.3,0.52,15.1,680.1,0.06,140.5,35.4,175.9,361.4,22.4,3.1,31.2,1391.6,0.22,362.9,72.7,435.6,22.22,0.0,0.0,22.22,23.39,0.0,0.0,23.39,5236328.5
AZNMc,MT,2035,1,5944353.8,5546508.0,6778692.0,5709077.0,0.032,0.0416,0.77,0.83,150.3,11.6,1.64,12.0,512.4,0.12,151.1,27.3,178.4,111.1,8.4,1.18,8.8,384.3,0.08,111.6,20.3,131.9,143.6,4.4,0.53,15.5,697.1,0.07,143.9,36.3,180.2,345.8,20.3,2.8,30.8,1367.1,0.21,347.1,71.6,418.7,22.21,0.0,0.0,22.21,23.3,0.0,0.0,23.3,4874817.0
AZNMc,MT,2035,2,5736606.3,5353804.9,6654719.0,5578085.0,0.0316,0.04,0.76,0.82,157.1,12.2,1.72,12.6,535.5,0.13,157.9,28.6,186.5,115.6,8.8,1.24,9.1,398.5,0.09,116.2,21.0,137.3,147.2,4.6,0.55,15.9,713.2,0.07,147.4,37.1,184.6,351.2,21.1,2.9,30.8,1377.4,0.22,352.6,72.0,424.6,22.21,0.0,0.0,22.21,23.28,0.0,0.0,23.28,4660238.0
AZNMc,MT,2035,3,5641873.4,5270133.3,6526016.5,5467977.5,0.0314,0.0393,0.75,0.82,159.6,12.4,1.75,12.8,543.7,0.13,160.4,29.0,189.4,118.3,9.0,1.27,9.3,406.7,0.09,118.9,21.4,140.3,149.3,4.6,0.56,16.1,723.9,0.07,149.6,37.7,187.3,363.3,22.1,3.05,31.4,1412.8,0.22,364.8,73.6,438.4,22.21,0.0,0.0,22.21,23.26,0.0,0.0,23.26,4583157.5
AZNMc,MT,2035,4,5671938.3,5310637.0,6415871.5,5369543.5,0.0314,0.0395,0.75,0.82,158.1,12.3,1.73,12.6,538.3,0.13,158.9,28.7,187.6,118.4,9.1,1.28,9.3,406.9,0.09,119.1,21.4,140.5,149.5,4.6,0.56,16.1,725.1,0.07,149.8,37.8,187.5,363.0,22.8,3.15,31.1,1390.8,0.23,364.5,72.6,437.1,22.24,0.0,0.0,22.24,23.27,0.0,0.0,23.27,4625009.5
AZNMc,MT,2035,5,5856664.5,5492168.1,6342156.0,5455077.5,0.0317,0.0408,0.77,0.82,146.7,11.4,1.61,11.7,499.8,0.12,147.5,26.6,174.2,114.7,8.8,1.24,9.0,394.4,0.09,115.3,20.7,136.1,147.0,4.5,0.55,15.9,713.6,0.07,147.3,37.2,184.5,365.1,23.4,3.24,30.6,1385.2,0.22,366.6,71.9,438.6,22.14,0.0,0.0,22.14,23.19,0.0,0.0,23.19,4970111.0
AZNMc,MT,2035,6,6380305.4,5810141.5,5764118.0,6654451.0,0.0323,0.0433,0.87,0.87,87.8,7.1,1.0,6.9,290.7,0.07,88.2,15.6,103.8,85.5,6.6,0.94,6.7,290.5,0.07,86.0,15.4,101.4,132.4,4.2,0.51,14.2,639.6,0.06,132.7,33.3,166.0,345.6,23.8,3.32,26.3,1257.9,0.19,347.3,63.9,411.1,18.74,0.0,0.0,18.74,20.1,0.0,0.0,20.1,7269153.5
AZNMc,MT,2035,7,8275077.0,6106085.5,4367674.0,6202366.0,0.033,0.0457,0.93,0.92,49.1,4.0,0.56,4.0,163.2,0.05,49.4,8.9,58.3,54.9,4.4,0.62,4.4,184.4,0.05,55.2,9.9,65.2,109.4,3.3,0.39,11.9,533.9,0.05,109.6,27.8,137.4,297.7,24.1,3.42,19.1,971.2,0.16,299.4,48.1,347.4,10.64,0.0,0.0,10.64,12.83,0.0,0.0,12.83,10112421.0
AZNMc,MT,2035,8,9835892.0,6380853.4,3589274.5,6121623.0,0.0336,0.0479,0.95,0.95,31.1,2.5,0.35,2.7,103.7,0.03,31.3,5.8,37.1,33.6,2.8,0.4,2.8,108.6,0.03,33.8,6.0,39.8,93.2,2.8,0.33,10.1,455.2,0.04,93.3,23.7,117.1,220.7,19.5,2.78,12.5,670.1,0.11,222.0,32.5,254.5,6.44,0.0,0.0,6.44,7.46,0.0,0.0,7.46,12390701.0
AZNMc,MT,2035,9,10499840.2,6636395.2,3261998.2,5774645.0,0.0343,0.05,0.96,0.96,28.3,2.3,0.32,2.5,94.8,0.03,28.4,5.3,33.8,30.0,2.5,0.36,2.6,97.0,0.03,30.1,5.5,35.6,90.5,2.8,0.33,9.8,440.2,0.04,90.7,22.9,113.6,217.1,20.3,2.92,11.3,621.8,0.11,218.5,29.9,248.4,6.48,0.0,0.0,6.48,6.85,0.0,0.0,6.85,13036390.0
AZNMc,MT,2035,10,10685072.2,6902877.9,3515582.0,5955486.0,0.0351,0.0524,0.96,0.96,28.5,2.3,0.33,2.5,95.0,0.03,28.7,5.3,34.0,29.8,2.5,0.36,2.5,96.0,0.03,29.9,5.4,35.3,89.4,2.7,0.32,9.7,435.8,0.04,89.5,22.7,112.2,245.8,23.3,3.35,12.6,694.9,0.13,247.4,33.3,280.7,7.4,0.0,0.0,7.4,7.71,0.0,0.0,7.71,13149164.0
AZNMc,MT,2035,11,10547628.6,7194619.3,3608954.8,6022315.0,0.0361,0.0551,0.96,0.96,29.3,2.4,0.34,2.6,97.4,0.03,29.5,5.5,34.9,29.9,2.5,0.36,2.5,96.3,0.03,30.1,5.4,35.5,89.5,2.7,0.32,9.7,436.4,0.04,89.7,22.7,112.4,270.6,25.8,3.71,13.6,760.5,0.14,272.4,36.3,308.8,7.74,0.0,0.0,7.74,7.96,0.0,0.0,7.96,12983937.0
